"sel","_id","gc","length","W_Bin_178-contigs.CE_108A_S70_R1_filtered.remap_cov","bestsumorder_superkingdom","bestsumorder_phylum","id"
"","50","0.4849","8309","7.9541","Eukaryota","Bacillariophyta","c_000003035614"
"","51","0.488","4617","6.6212","Eukaryota","Bacillariophyta","c_000000723017"
"","52","0.4698","4534","7.4709","Eukaryota","Bacillariophyta","c_000001087658"
"","53","0.4843","2581","4.723","Eukaryota","Bacillariophyta","c_000000110401"
"","54","0.4715","10477","6.6895","Eukaryota","Bacillariophyta","c_000000980296"
"","55","0.4764","2479","6.2896","Eukaryota","Bacillariophyta","c_000003985955"
"","56","0.4816","3729","8.115","Eukaryota","Bacillariophyta","c_000000957920"
"","57","0.4709","5073","8.9777","Eukaryota","Bacillariophyta","c_000000990694"
"","58","0.493","9874","7.8229","no-hit","no-hit","c_000001136609"
"","60","0.4751","2410","31.9739","Eukaryota","Bacillariophyta","c_000004428534"
"","61","0.4728","8173","9.7609","Eukaryota","Bacillariophyta","c_000004480524"
"","62","0.4928","2861","6.748","Eukaryota","Bacillariophyta","c_000004116861"
"","63","0.5032","7170","7.1658","Eukaryota","Bacillariophyta","c_000000070559"
"","64","0.5004","4029","4.9809","Eukaryota","Bacillariophyta","c_000003770710"
"","65","0.4844","5272","6.1362","Eukaryota","Bacillariophyta","c_000001725335"
"","66","0.503","3555","5.2861","Eukaryota","Bacillariophyta","c_000005318360"
"","67","0.4881","4108","6.213","Eukaryota","Bacillariophyta","c_000001220828"
"","68","0.4725","2493","7.5969","Eukaryota","Bacillariophyta","c_000000417336"
"","69","0.5142","2324","5.5","Eukaryota","Bacillariophyta","c_000000935221"
"","70","0.4886","21130","7.1717","Eukaryota","Bacillariophyta","c_000000154783"
"","71","0.4991","2789","8.4654","no-hit","no-hit","c_000001166471"
"","72","0.4862","8579","7.6466","Eukaryota","Bacillariophyta","c_000003423374"
"","73","0.489","24488","7.8013","Eukaryota","Bacillariophyta","c_000000582305"
"","74","0.4884","2193","5.3228","Eukaryota","Bacillariophyta","c_000001517049"
"","75","0.4968","4225","8.1245","Eukaryota","Bacillariophyta","c_000003137683"
"","76","0.4925","2524","8.2968","Eukaryota","Bacillariophyta","c_000000396370"
"","77","0.4658","2482","5.2639","Eukaryota","Bacillariophyta","c_000004162664"
"","78","0.4754","2907","6.141","Eukaryota","Bacillariophyta","c_000003577278"
"","79","0.4737","1729","6.2684","Eukaryota","Bacillariophyta","c_000003390233"
"","80","0.4688","4196","5.3313","Eukaryota","Bacillariophyta","c_000003982865"
"","81","0.4876","6071","6.8275","Eukaryota","Bacillariophyta","c_000005217427"
"","82","0.4953","3491","6.2781","Eukaryota","Bacillariophyta","c_000000345716"
"","83","0.4785","2560","5.657","Eukaryota","Bacillariophyta","c_000002236875"
"","84","0.4931","3963","6.8166","Eukaryota","Bacillariophyta","c_000004013303"
"","85","0.4803","2946","6.2722","Eukaryota","Bacillariophyta","c_000000566713"
"","86","0.4947","6756","7.4476","Eukaryota","Bacillariophyta","c_000000033535"
"","87","0.4715","3039","7.6594","Eukaryota","Bacillariophyta","c_000004631081"
"","88","0.489","8258","7.4565","Eukaryota","Bacillariophyta","c_000001747277"
"","89","0.4947","4249","5.2175","Eukaryota","Bacillariophyta","c_000001211607"
"","90","0.4868","1703","7.0112","Eukaryota","Bacillariophyta","c_000001363855"
"","91","0.473","2319","6.3799","Eukaryota","Bacillariophyta","c_000004334378"
"","92","0.4708","3566","6.237","Eukaryota","Bacillariophyta","c_000004518218"
"","93","0.4817","3965","6.8335","Eukaryota","Bacillariophyta","c_000003212815"
"","94","0.4773","3935","6.0264","Eukaryota","Bacillariophyta","c_000003746162"
"","95","0.5063","3871","14.3361","Eukaryota","Bacillariophyta","c_000000080640"
"","96","0.5043","3288","7.9945","Eukaryota","Bacillariophyta","c_000000978192"
"","97","0.5056","2573","6.1967","Eukaryota","Bacillariophyta","c_000004095875"
"","98","0.4878","5832","7.8537","Eukaryota","Bacillariophyta","c_000005456089"
"","99","0.4883","1802","5.5189","no-hit","no-hit","c_000001780875"
"","100","0.4815","3238","5.1529","Eukaryota","Bacillariophyta","c_000000394300"
"","101","0.4938","3538","6.0992","Eukaryota","Bacillariophyta","c_000003323536"
"","102","0.4957","2770","6.0433","Eukaryota","Bacillariophyta","c_000000631300"
"","103","0.4845","7226","8.9077","Eukaryota","Bacillariophyta","c_000002789769"
"","104","0.4629","2683","5.9042","Eukaryota","Bacillariophyta","c_000003578294"
"","105","0.4785","1628","6.6155","no-hit","no-hit","c_000002644741"
"","106","0.4766","4826","7.7107","Eukaryota","Bacillariophyta","c_000000035400"
"","107","0.4936","4200","6.371","Eukaryota","Bacillariophyta","c_000002623328"
"","108","0.487","4343","6.5885","Eukaryota","Bacillariophyta","c_000001624155"
"","109","0.4804","5470","5.4744","Eukaryota","Bacillariophyta","c_000005066630"
"","110","0.4813","4477","9.0313","Eukaryota","Bacillariophyta","c_000003756554"
"","111","0.4648","2201","6.5098","Eukaryota","Bacillariophyta","c_000002991532"
"","112","0.5061","6347","6.0134","Eukaryota","Bacillariophyta","c_000003480034"
"","113","0.5015","5099","7.5374","Eukaryota","Bacillariophyta","c_000001472523"
"","114","0.4655","3059","4.1733","no-hit","no-hit","c_000002078986"
"","115","0.486","2652","5.8156","Eukaryota","Bacillariophyta","c_000002296542"
"","116","0.4952","3681","6.8653","Eukaryota","Bacillariophyta","c_000004759734"
"","117","0.486","3467","6.0384","no-hit","no-hit","c_000001832879"
"","118","0.4831","6763","6.0869","Eukaryota","Bacillariophyta","c_000001827871"
"","119","0.474","17448","11.8965","Eukaryota","Bacillariophyta","c_000001414846"
"","120","0.4802","13324","13.5751","Eukaryota","Bacillariophyta","c_000004545319"
"","121","0.481","2233","7.0694","Eukaryota","Bacillariophyta","c_000003023933"
"","122","0.5088","2398","6.0075","no-hit","no-hit","c_000003746251"
"","123","0.4649","2521","5.1765","Eukaryota","Bacillariophyta","c_000001334904"
"","124","0.4909","4991","8.2929","Eukaryota","Bacillariophyta","c_000003490001"
"","125","0.4882","4859","5.192","Eukaryota","Bacillariophyta","c_000004157022"
"","126","0.4916","2846","7.5801","Eukaryota","Bacillariophyta","c_000003401413"
"","127","0.4759","2660","7.5135","Eukaryota","Bacillariophyta","c_000003971317"
"","128","0.4728","5396","8.5369","Eukaryota","Bacillariophyta","c_000000225576"
"","129","0.4852","3050","7.8272","Eukaryota","Bacillariophyta","c_000002147240"
"","130","0.4806","2988","6.9826","Eukaryota","Bacillariophyta","c_000000447438"
"","131","0.4717","3867","6.2736","Eukaryota","Bacillariophyta","c_000001127400"
"","132","0.4905","3113","6.663","no-hit","no-hit","c_000003356305"
"","133","0.4945","3345","6.1384","Eukaryota","Bacillariophyta","c_000000014648"
"","134","0.4951","3377","5.1107","Eukaryota","Bacillariophyta","c_000003579865"
"","135","0.4811","12350","7.3178","Eukaryota","Bacillariophyta","c_000002886917"
"","136","0.4914","6331","8.2437","no-hit","no-hit","c_000000426306"
"","137","0.4948","4675","6.5538","Eukaryota","Bacillariophyta","c_000000236933"
"","138","0.4945","4961","6.3876","Eukaryota","Bacillariophyta","c_000000996676"
"","139","0.4915","3479","8.9773","Eukaryota","Bacillariophyta","c_000001379550"
"","140","0.4943","3059","5.8016","Eukaryota","Bacillariophyta","c_000004962387"
"","141","0.4704","2802","7.3465","Eukaryota","Bacillariophyta","c_000003661121"
"","142","0.4909","2312","6.9503","Eukaryota","Bacillariophyta","c_000003947844"
"","143","0.4698","1971","7.1101","Eukaryota","Bacillariophyta","c_000000155630"
"","144","0.4879","10968","8.0731","Eukaryota","Bacillariophyta","c_000000317958"
"","145","0.49","7681","8.3543","Eukaryota","Bacillariophyta","c_000003363786"
"","146","0.4971","1879","4.5444","Eukaryota","Bacillariophyta","c_000004935831"
"","147","0.464","2308","6.5113","Eukaryota","Bacillariophyta","c_000002820637"
"","148","0.4819","2316","6.0881","Eukaryota","Bacillariophyta","c_000002048194"
"","149","0.4808","3831","5.2229","Eukaryota","Bacillariophyta","c_000003432927"
"","150","0.4815","2191","6.2323","Eukaryota","Bacillariophyta","c_000002940341"
"","151","0.4726","1970","8.9878","Eukaryota","Bacillariophyta","c_000004459701"
"","152","0.4863","13143","8.0804","Eukaryota","Bacillariophyta","c_000000452109"
"","153","0.4695","3406","5.1265","Eukaryota","Eukaryota-undef","c_000004691141"
"","154","0.4749","20005","9.5641","Eukaryota","Bacillariophyta","c_000004220657"
"","155","0.4826","3104","8.1604","Eukaryota","Bacillariophyta","c_000002250838"
"","156","0.4901","3844","6.6407","Eukaryota","Bacillariophyta","c_000005036651"
"","157","0.5077","1550","5.5484","Eukaryota","Bacillariophyta","c_000000574074"
"","158","0.4824","2465","8.6949","Eukaryota","Bacillariophyta","c_000001075754"
"","159","0.4849","10689","6.5006","Eukaryota","Eukaryota-undef","c_000001587813"
"","160","0.4923","17317","7.3931","Eukaryota","Bacillariophyta","c_000003815680"
"","161","0.4922","6707","8.338","Eukaryota","Bacillariophyta","c_000002210245"
"","162","0.5065","2904","6.1863","no-hit","no-hit","c_000005039193"
"","163","0.4886","6731","6.2934","Eukaryota","Bacillariophyta","c_000000155470"
"","164","0.4904","5210","7.3411","Eukaryota","Bacillariophyta","c_000002782855"
"","165","0.4677","2570","14.4677","no-hit","no-hit","c_000001203997"
"","166","0.4856","5521","6.6323","Eukaryota","Bacillariophyta","c_000000242838"
"","167","0.4756","3360","6.5935","Eukaryota","Bacillariophyta","c_000001412725"
"","168","0.5214","8232","10.7564","Eukaryota","Bacillariophyta","c_000003164505"
"","169","0.4818","6272","7.1912","Eukaryota","Bacillariophyta","c_000003692381"
"","170","0.4833","2578","6.1427","no-hit","no-hit","c_000002067385"
"","171","0.4789","7519","7.5315","Eukaryota","Bacillariophyta","c_000003335232"
"","172","0.4873","2762","7.2958","Eukaryota","Bacillariophyta","c_000001330718"
"","173","0.4757","4244","10.4804","Eukaryota","Bacillariophyta","c_000001419965"
"","174","0.4798","5200","7.7527","Eukaryota","Bacillariophyta","c_000005169697"
"","175","0.4743","4434","6.3563","Eukaryota","Bacillariophyta","c_000000568999"
"","176","0.4798","4358","7.6916","Eukaryota","Bacillariophyta","c_000000504267"
"","177","0.4933","3211","6.8225","Eukaryota","Bacillariophyta","c_000002700556"
"","178","0.4773","4142","7.407","Eukaryota","Bacillariophyta","c_000001526136"
"","179","0.5028","3524","7.9892","Eukaryota","Bacillariophyta","c_000000980137"
"","180","0.4927","6363","6.7375","Eukaryota","Bacillariophyta","c_000003033636"
"","181","0.4867","9773","7.6421","Eukaryota","Bacillariophyta","c_000001917600"
"","182","0.4648","2147","4.5943","Eukaryota","Bacillariophyta","c_000000288452"
"","183","0.4772","3992","7.2553","Eukaryota","Bacillariophyta","c_000002075189"
"","184","0.4849","3380","25.8964","Eukaryota","Bacillariophyta","c_000005045300"
"","185","0.5003","3018","7.7223","no-hit","no-hit","c_000001079931"
"","186","0.4806","10154","8.2863","Eukaryota","Bacillariophyta","c_000002409450"
"","187","0.4947","2935","6.8504","Eukaryota","Bacillariophyta","c_000003967773"
"","188","0.4806","9127","8.017","Eukaryota","Bacillariophyta","c_000001982285"
"","189","0.4859","3785","7.5435","Eukaryota","Bacillariophyta","c_000003771745"
"","190","0.4906","4219","6.5041","Eukaryota","Bacillariophyta","c_000004332549"
"","191","0.4779","5101","6.2162","Eukaryota","Bacillariophyta","c_000000590146"
"","192","0.4874","5055","5.6218","no-hit","no-hit","c_000004726712"
"","193","0.4733","44207","8.6034","Eukaryota","Bacillariophyta","c_000002565423"
"","194","0.4711","3882","12.9683","no-hit","no-hit","c_000002507285"
"","195","0.4764","3426","8.8196","Eukaryota","Bacillariophyta","c_000005157991"
"","196","0.5139","5592","7.4256","Eukaryota","Bacillariophyta","c_000004701425"
"","197","0.4733","2400","7.6467","Eukaryota","Bacillariophyta","c_000002138185"
"","198","0.4944","3847","5.6766","no-hit","no-hit","c_000001848769"
"","199","0.4816","1852","6.3224","Eukaryota","Bacillariophyta","c_000000909257"
"","200","0.4823","3670","8.4313","Eukaryota","Bacillariophyta","c_000000991274"
"","201","0.4934","3715","8.4253","Eukaryota","Bacillariophyta","c_000004542103"
"","202","0.4858","8679","7.2186","Eukaryota","Bacillariophyta","c_000000486864"
"","203","0.4769","4024","13.4657","Eukaryota","Bacillariophyta","c_000004800951"
"","204","0.4842","7375","7.6129","Eukaryota","Bacillariophyta","c_000002950950"
"","205","0.4742","2672","5.6119","Eukaryota","Bacillariophyta","c_000004751646"
"","206","0.4607","3334","4.8656","no-hit","no-hit","c_000002673976"
"","207","0.4729","5965","12.7889","Eukaryota","Bacillariophyta","c_000000121944"
"","208","0.4804","2090","7.1282","Eukaryota","Bacillariophyta","c_000000592290"
"","209","0.4591","2113","10.5793","no-hit","no-hit","c_000001220260"
"","210","0.4834","4545","5.6018","no-hit","no-hit","c_000002085185"
"","211","0.4882","6213","6.6744","Eukaryota","Bacillariophyta","c_000004145842"
"","212","0.4828","7030","10.0053","Eukaryota","Bacillariophyta","c_000000308713"
"","213","0.4752","2727","156.004","no-hit","no-hit","c_000002583775"
"","214","0.497","5072","5.7325","Eukaryota","Bacillariophyta","c_000002051304"
"","215","0.4787","9259","7.8923","Eukaryota","Bacillariophyta","c_000001462345"
"","216","0.4869","21868","8.4608","Eukaryota","Bacillariophyta","c_000005252288"
"","217","0.4862","3612","5.4023","Eukaryota","Bacillariophyta","c_000005287075"
"","218","0.4928","3983","8.3693","Eukaryota","Bacillariophyta","c_000000771714"
"","219","0.4939","9533","6.399","Eukaryota","Bacillariophyta","c_000005137600"
"","220","0.4772","2349","8.7399","Eukaryota","Bacillariophyta","c_000001934271"
"","221","0.4893","2720","6.5162","Eukaryota","Bacillariophyta","c_000000763038"
"","222","0.4839","2364","10.2238","Eukaryota","Bacillariophyta","c_000000872594"
"","223","0.4881","6789","7.1003","Eukaryota","Bacillariophyta","c_000000410633"
"","224","0.4845","6468","7.7032","Eukaryota","Bacillariophyta","c_000000419619"
"","225","0.4942","2669","8.4039","Eukaryota","Bacillariophyta","c_000003292362"
"","226","0.5002","7115","5.1606","Eukaryota","Bacillariophyta","c_000003506465"
"","227","0.4672","2665","6.7051","Eukaryota","Bacillariophyta","c_000002218632"
"","228","0.4801","2795","7.3775","Eukaryota","Bacillariophyta","c_000002097862"
"","229","0.483","2329","8.4392","Eukaryota","Bacillariophyta","c_000005002966"
"","230","0.4884","5408","100.6849","Eukaryota","Bacillariophyta","c_000005425578"
"","231","0.465","4890","6.717","Eukaryota","Bacillariophyta","c_000003101209"
"","232","0.495","3184","6.734","Eukaryota","Bacillariophyta","c_000004206636"
"","233","0.487","3801","6.3549","Eukaryota","Bacillariophyta","c_000003518065"
"","234","0.4747","6594","8.1917","Eukaryota","Bacillariophyta","c_000003239575"
"","235","0.4763","2727","8.436","Eukaryota","Bacillariophyta","c_000004784926"
"","236","0.481","4651","7.5984","Eukaryota","Bacillariophyta","c_000000818259"
"","237","0.4904","7776","7.9214","Eukaryota","Bacillariophyta","c_000001306990"
"","238","0.4742","3802","7.9324","no-hit","no-hit","c_000000637273"
"","239","0.4916","2630","8.6038","Eukaryota","Bacillariophyta","c_000002880977"
"","240","0.4847","4215","6.5839","Eukaryota","Bacillariophyta","c_000001416916"
"","241","0.4897","6820","10.493","no-hit","no-hit","c_000000306211"
"","242","0.4748","5923","6.8719","Eukaryota","Bacillariophyta","c_000001615895"
"","243","0.4722","9911","7.1281","Eukaryota","Bacillariophyta","c_000003695484"
"","244","0.4747","3948","4.3574","Eukaryota","Bacillariophyta","c_000003872935"
"","245","0.4869","3582","6.3484","Eukaryota","Bacillariophyta","c_000001975019"
"","246","0.4759","3589","7.4982","Eukaryota","Bacillariophyta","c_000001323403"
"","247","0.4909","4327","6.4061","Eukaryota","Bacillariophyta","c_000002608296"
"","248","0.4895","7871","7.2958","Eukaryota","Bacillariophyta","c_000004204934"
"","249","0.4815","13389","7.2231","Eukaryota","Bacillariophyta","c_000002830972"
"","250","0.4901","10459","6.6748","Eukaryota","Bacillariophyta","c_000002500330"
"","251","0.4838","3121","9.5133","Eukaryota","Bacillariophyta","c_000001108884"
"","252","0.494","2729","7.509","Eukaryota","Bacillariophyta","c_000000790870"
"","253","0.4714","4173","7.9449","Eukaryota","Bacillariophyta","c_000001438414"
"","254","0.4883","3043","6.1193","Eukaryota","Bacillariophyta","c_000002727549"
"","255","0.486","3132","6.6989","no-hit","no-hit","c_000002578499"
"","256","0.4861","2777","7.2956","Eukaryota","Bacillariophyta","c_000002011262"
"","257","0.4948","2514","6.243","Eukaryota","Bacillariophyta","c_000004411673"
"","258","0.4663","2151","6.709","no-hit","no-hit","c_000002850576"
"","259","0.4888","2864","10.4612","Eukaryota","Bacillariophyta","c_000003881222"
"","260","0.487","5528","6.9721","Eukaryota","Bacillariophyta","c_000003515685"
"","261","0.4836","4547","6.1269","Eukaryota","Chordata","c_000000214142"
"","262","0.4895","3996","7.5811","Eukaryota","Bacillariophyta","c_000003021534"
"","263","0.4779","3260","4.8598","no-hit","no-hit","c_000001928131"
"","264","0.4988","9442","10.8469","Eukaryota","Bacillariophyta","c_000000402919"
"","265","0.5016","2444","5.8097","Eukaryota","Bacillariophyta","c_000002605776"
"","266","0.4788","9508","7.9804","Eukaryota","Bacillariophyta","c_000000818868"
"","267","0.4683","2981","7.6367","Eukaryota","Bacillariophyta","c_000000052849"
"","268","0.4757","3214","5.6817","no-hit","no-hit","c_000003177864"
"","270","0.4695","4922","9.5813","Eukaryota","Bacillariophyta","c_000000607710"
"","271","0.4673","3681","5.8063","Eukaryota","Bacillariophyta","c_000003975181"
"","272","0.4781","33564","7.843","Eukaryota","Bacillariophyta","c_000000555892"
"","273","0.4966","6706","5.3998","Eukaryota","Bacillariophyta","c_000003789082"
"","274","0.4796","2304","8.0881","Eukaryota","Bacillariophyta","c_000005138761"
"","275","0.5","2212","6.4105","Eukaryota","Bacillariophyta","c_000004315456"
"","276","0.4631","2291","8.8018","Eukaryota","Bacillariophyta","c_000001453975"
"","277","0.4829","30395","7.5154","Eukaryota","Bacillariophyta","c_000000849786"
"","278","0.512","5113","6.1979","Eukaryota","Bacillariophyta","c_000000861419"
"","279","0.4799","4655","6.812","Eukaryota","Bacillariophyta","c_000002756485"
"","280","0.4727","3057","7.9114","Eukaryota","Bacillariophyta","c_000000498098"
"","281","0.4738","3681","15.818","Eukaryota","Bacillariophyta","c_000000877818"
"","282","0.4932","1993","5.6538","Eukaryota","Bacillariophyta","c_000003356911"
"","283","0.496","3417","8.4141","Eukaryota","Bacillariophyta","c_000004157729"
"","284","0.4865","2621","6.3525","Eukaryota","Bacillariophyta","c_000003156670"
"","285","0.4891","3803","7.3905","Eukaryota","Bacillariophyta","c_000002205367"
"","286","0.4781","3355","5.2176","Eukaryota","Bacillariophyta","c_000002647774"
"","287","0.4738","6049","7.5842","Eukaryota","Bacillariophyta","c_000004826679"
"","288","0.4688","2116","7.2491","no-hit","no-hit","c_000004775407"
"","289","0.4711","4906","7.1252","no-hit","no-hit","c_000003965762"
"","290","0.4904","9773","7.602","Eukaryota","Bacillariophyta","c_000002641621"
"","291","0.4852","1962","6.7054","no-hit","no-hit","c_000005073517"
"","292","0.491","2778","5.54","Eukaryota","Bacillariophyta","c_000001728808"
"","293","0.4906","4166","6.4782","Eukaryota","Bacillariophyta","c_000003813217"
"","294","0.4871","4408","6.7668","Eukaryota","Bacillariophyta","c_000004735054"
"","295","0.4909","3290","3.7362","Eukaryota","Bacillariophyta","c_000001064116"
"","296","0.49","5484","54.572","Eukaryota","Bacillariophyta","c_000002135500"
"","297","0.4911","2592","4.9356","Eukaryota","Bacillariophyta","c_000004982666"
"","298","0.5056","2611","6.6476","no-hit","no-hit","c_000001669993"
"","299","0.4952","7381","7.0812","Eukaryota","Bacillariophyta","c_000001695960"
"","300","0.5025","6883","5.5838","Eukaryota","Bacillariophyta","c_000003680949"
"","301","0.4926","11075","7.0944","Eukaryota","Bacillariophyta","c_000004779933"
"","302","0.4764","4328","8.3593","Eukaryota","Bacillariophyta","c_000001684387"
"","303","0.4767","66327","7.5831","Eukaryota","Bacillariophyta","c_000001209414"
"","304","0.4823","5480","8.8117","Eukaryota","Bacillariophyta","c_000001666135"
"","305","0.4787","3453","6.3099","Eukaryota","Bacillariophyta","c_000004324288"
"","306","0.4809","3009","7.8976","Eukaryota","Bacillariophyta","c_000005129406"
"","308","0.4903","3561","6.5886","Eukaryota","Bacillariophyta","c_000002386125"
"","309","0.4851","16062","7.5392","Eukaryota","Bacillariophyta","c_000001733752"
"","310","0.4807","2623","7.8307","Eukaryota","Bacillariophyta","c_000001869203"
"","311","0.4856","24124","7.1896","Eukaryota","Bacillariophyta","c_000002463206"
"","312","0.4884","2795","6.6322","Eukaryota","Bacillariophyta","c_000004672840"
"","313","0.4912","3351","5.556","Eukaryota","Bacillariophyta","c_000002158110"
"","314","0.4961","4126","7.1859","Eukaryota","Bacillariophyta","c_000000158832"
"","315","0.4848","3354","6.1225","Eukaryota","Bacillariophyta","c_000002393613"
"","316","0.4863","11223","5.5908","Eukaryota","Bacillariophyta","c_000002918843"
"","317","0.4895","4458","33.8387","Eukaryota","Bacillariophyta","c_000005304622"
"","318","0.4938","3313","10.2871","no-hit","no-hit","c_000001912867"
"","319","0.4767","2960","7.6443","Eukaryota","Bacillariophyta","c_000004194228"
"","320","0.4853","2137","7.8446","no-hit","no-hit","c_000001773925"
"","321","0.4926","4239","9.1408","Eukaryota","Bacillariophyta","c_000003173059"
"","322","0.482","2940","6.5922","Eukaryota","Bacillariophyta","c_000005386315"
"","323","0.4777","14915","14.2431","Eukaryota","Bacillariophyta","c_000001785566"
"","324","0.4855","2212","4.3228","no-hit","no-hit","c_000001296372"
"","325","0.4932","2731","6.967","Eukaryota","Bacillariophyta","c_000004460762"
"","326","0.4832","8947","10.1168","Eukaryota","Bacillariophyta","c_000001480090"
"","327","0.4854","5851","9.5765","Eukaryota","Bacillariophyta","c_000001100357"
"","328","0.4793","5875","6.6807","Eukaryota","Bacillariophyta","c_000004660229"
"","329","0.4901","6513","5.4927","Eukaryota","Bacillariophyta","c_000002241979"
"","330","0.4689","3148","5.9816","no-hit","no-hit","c_000003432719"
"","331","0.4902","4182","5.8601","Eukaryota","Bacillariophyta","c_000002767598"
"","332","0.4828","4457","7.9769","Eukaryota","Bacillariophyta","c_000002397306"
"","333","0.4851","6995","6.5994","Eukaryota","Bacillariophyta","c_000002277621"
"","334","0.4723","4067","5.7728","no-hit","no-hit","c_000000115338"
"","335","0.4834","12404","7.9757","Eukaryota","Bacillariophyta","c_000002554540"
"","336","0.4888","4646","7.2471","Eukaryota","Bacillariophyta","c_000003266900"
"","337","0.4702","5055","7.7521","Eukaryota","Bacillariophyta","c_000002489844"
"","338","0.4829","4177","6.396","Eukaryota","Bacillariophyta","c_000000355026"
"","339","0.4845","2456","9.4059","Eukaryota","Bacillariophyta","c_000001263654"
"","340","0.4925","6104","6.7251","Eukaryota","Bacillariophyta","c_000002430268"
"","341","0.4812","5981","9.5125","Eukaryota","Bacillariophyta","c_000001529353"
"","342","0.4955","4795","8.7708","Eukaryota","Bacillariophyta","c_000003612086"
"","343","0.4955","2535","6.428","Eukaryota","Bacillariophyta","c_000002931607"
"","344","0.4872","7901","7.3114","Eukaryota","Bacillariophyta","c_000003092848"
"","345","0.4718","3065","10.0613","no-hit","no-hit","c_000003390443"
"","346","0.482","3604","7.1443","Eukaryota","Bacillariophyta","c_000002387134"
"","347","0.4621","4923","6.6173","Eukaryota","Bacillariophyta","c_000002744586"
"","348","0.4815","6879","8.762","Eukaryota","Bacillariophyta","c_000000810975"
"","349","0.4873","11693","11.6636","Eukaryota","Bacillariophyta","c_000001231755"
"","350","0.4927","10095","6.8893","Eukaryota","Bacillariophyta","c_000002638594"
